Label	Assembly	Domain	Phylum	Class	Order	Family	Genus	Species
GCF_013385965.1|WP_177033683.1	GCF_013385965.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas edaphica
GCF_019145355.1|WP_169374507.1	GCF_019145355.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azadiae
GCF_900104915.1|WP_076951139.1	GCF_900104915.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cedrina
GCF_002563895.1|WP_034102148.1	GCF_002563895.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas lurida
GCF_000934565.1|WP_021491895.1	GCF_000934565.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas simiae
GCF_013387025.1|WP_177050265.1	GCF_013387025.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas reactans
GCF_026410085.1|WP_266245973.1	GCF_026410085.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas quebecensis
GCF_900101085.1|WP_090409476.1	GCF_900101085.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas grimontii
GCF_000508205.1|WP_024073421.1	GCF_000508205.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas gorinensis
GCF_019139815.1|WP_065877299.1	GCF_019139815.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas asgharzadehiana
GCF_045037875.1|WP_064054748.1	GCF_045037875.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas petroselini
GCF_003852045.1|WP_124431484.1	GCF_003852045.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis
GCF_001439685.1|WP_057013881.1	GCF_001439685.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas libanensis
GCF_003851555.1|WP_057021579.1	GCF_003851555.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha
GCF_036704165.1|WP_338476469.1	GCF_036704165.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas khavaziana
GCF_046272155.1|WP_020301275.1	GCF_046272155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas paracarnis
GCF_001439845.1|WP_057710921.1	GCF_001439845.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas lactis
GCF_014268375.2|WP_186608176.1	GCF_014268375.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas salmasensis
GCF_001439735.1|WP_057701621.1	GCF_001439735.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas paralactis
GCF_009659625.1|WP_153870173.1	GCF_009659625.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas haemolytica
GCF_014230465.1|WP_185708338.1	GCF_014230465.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cremoris
GCF_001050345.1|WP_048724077.1	GCF_001050345.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fildesensis
GCF_002028325.1|WP_079442855.1	GCF_002028325.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas veronii
GCF_963681955.1|WP_321850495.1	GCF_963681955.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas paraveronii
GCF_013285305.1|WP_167417311.1	GCF_013285305.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas rhodesiae
GCF_009707515.1|WP_154744686.1	GCF_009707515.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas karstica
GCF_900102035.1|WP_010565531.1	GCF_900102035.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas extremaustralis
GCF_001702265.1|WP_065900650.1	GCF_001702265.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aylmerensis
GCF_002813445.1|WP_016971578.1	GCF_002813445.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas tolaasii
GCF_900105935.1|WP_071485940.1	GCF_900105935.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas costantinii
GCF_004124255.1|WP_129211175.1	GCF_004124255.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Candidatus Pseudomonas adelgestsugas
GCF_022836895.1|WP_244384344.1	GCF_022836895.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas palleroniana
GCF_025336485.1|WP_260961149.1	GCF_025336485.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citri
GCF_014268655.2|WP_186643899.1	GCF_014268655.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas marvdashtae
GCF_019141525.1|WP_217861250.1	GCF_019141525.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alvandae
GCF_025917275.1|WP_264430542.1	GCF_025917275.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas agronomica
GCF_021271205.1|WP_053152219.1	GCF_021271205.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas uvaldensis
GCF_001708425.1|WP_024777460.1	GCF_001708425.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas corrugata
GCF_030580855.1|WP_304556373.1	GCF_030580855.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citrulli
GCF_004786035.1|WP_135843678.1	GCF_004786035.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas viciae
GCF_001269885.1|WP_053185695.1	GCF_001269885.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas kilonensis
GCF_014268745.2|WP_186710793.1	GCF_014268745.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas zanjanensis
GCF_030687875.1|WP_305469726.1	GCF_030687875.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas beijingensis
GCF_030687835.1|WP_305416383.1	GCF_030687835.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas hefeiensis
GCF_039581215.1|WP_092394157.1	GCF_039581215.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas halotolerans
GCF_900105155.1|WP_092273355.1	GCF_900105155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas prosekii
GCF_024296925.1|WP_054049965.1	GCF_024296925.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas nunensis
GCF_015461845.1|WP_027924504.1	GCF_015461845.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mucoides
GCF_001874645.1|WP_071551833.1	GCF_001874645.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis
GCF_039908645.1|WP_347927995.1	GCF_039908645.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas helvetica
GCF_029955235.1|WP_282316577.1	GCF_029955235.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fungipugnans
GCF_042846945.1|WP_090316046.1	GCF_042846945.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas moorei
GCF_900105115.1|WP_090467145.1	GCF_900105115.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mohnii
GCF_018502625.1|WP_214380664.1	GCF_018502625.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas hormoni
GCF_030687395.1|WP_305483407.1	GCF_030687395.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas wuhanensis
GCF_002356535.2|WP_096513470.1	GCF_002356535.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas izuensis
GCF_002906155.1|WP_103394136.1	GCF_002906155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas laurylsulfativorans
GCF_900105825.1|WP_093226750.1	GCF_900105825.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas vancouverensis
GCF_002934665.1|WP_104450927.1	GCF_002934665.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas laurylsulfatiphila
GCF_019139795.1|WP_015093477.1	GCF_019139795.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azerbaijanorientalis
GCF_047345015.1|WP_056728306.1	GCF_047345015.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monachiensis
GCF_900104905.1|WP_057716442.1	GCF_900104905.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas jessenii
GCF_039909015.1|WP_347910591.1	GCF_039909015.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas grandcourensis
GCF_001654515.1|WP_064585956.1	GCF_001654515.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas koreensis
GCF_017976235.1|WP_210701367.1	GCF_017976235.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas anatoliensis
GCF_025397885.1|WP_115147467.1	GCF_025397885.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas iridis
GCF_013433315.1|WP_016984325.1	GCF_013433315.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas crudilactis
GCF_002813455.1|WP_100846247.1	GCF_002813455.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas baetica
GCF_014268445.2|WP_150705932.1	GCF_014268445.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas tensinigenes
GCF_018336155.1|WP_053117074.1	GCF_018336155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas rustica
GCF_900182985.1|WP_283437694.1	GCF_900182985.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas helmanticensis
GCF_014268595.2|WP_186547287.1	GCF_014268595.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas hamedanensis
GCF_011369485.1|WP_166220525.1	GCF_011369485.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas atagonensis
GCF_021602155.1|WP_131671444.1	GCF_021602155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas parakoreensis
GCF_014268495.2|WP_186748603.1	GCF_014268495.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monsensis
GCF_019145495.1|WP_217871231.1	GCF_019145495.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azerbaijanoccidentalis
GCF_900104125.1|WP_075947642.1	GCF_900104125.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas reinekei
GCF_012647205.1|WP_033040125.1	GCF_012647205.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas umsongensis
GCF_028823535.1|WP_046820578.1	GCF_028823535.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas serbica
GCF_047758635.1|WP_129438527.1	GCF_047758635.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frigoris
GCF_019145235.1|WP_217857629.1	GCF_019145235.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas farris
GCF_024169545.1|WP_192417390.1	GCF_024169545.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas migulae
GCF_001661075.1|WP_064679749.1	GCF_001661075.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas silesiensis
GCF_017114825.1|WP_205893547.1	GCF_017114825.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas gregormendelii
GCF_023072615.1|WP_247290616.1	GCF_023072615.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas violetae
GCF_900106065.1|WP_083375029.1	GCF_900106065.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mandelii
GCF_050434865.1|WP_033058054.1	GCF_050434865.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas silensiensis
GCF_047758675.1|WP_415757956.1	GCF_047758675.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas arabinosi
GCF_039888995.1|WP_347803554.1	GCF_039888995.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas rossensis
GCF_030053115.1|WP_283182943.1	GCF_030053115.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas svalbardensis
GCF_047758685.1|WP_415773235.1	GCF_047758685.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas lyxosi
GCF_030687935.1|WP_305448193.1	GCF_030687935.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cucumis
GCF_900103875.1|WP_090175546.1	GCF_900103875.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas arsenicoxydans
GCF_015461835.1|WP_194933419.1	GCF_015461835.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas neuropathica
GCF_014268485.2|WP_186624812.1	GCF_014268485.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas zeae
GCF_019614655.1|WP_095125389.1	GCF_019614655.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas germanica
GCF_025706525.1|WP_263471436.1	GCF_025706525.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mercuritolerans
GCF_019145375.1|WP_217864362.1	GCF_019145375.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas triticicola
GCF_036283065.1|WP_329515825.1	GCF_036283065.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas moraviensis
GCF_043496865.1|WP_394507507.1	GCF_043496865.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas retamae
GCF_014268505.2|WP_186532695.1	GCF_014268505.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas khorasanensis
GCF_014268585.2|WP_186568062.1	GCF_014268585.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas iranensis
GCF_017167965.1|WP_016771712.1	GCF_017167965.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas atacamensis
GCF_024072275.1|WP_252887317.1	GCF_024072275.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas siliginis
GCF_900105485.1|WP_090281753.1	GCF_900105485.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas granadensis
GCF_028830055.1|WP_274658430.1	GCF_028830055.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas serboccidentalis
GCF_001679645.1|WP_065261804.1	GCF_001679645.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas bananamidigenes
GCF_019145435.1|WP_217893671.1	GCF_019145435.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas ekonensis
GCF_001594225.2|WP_064382555.1	GCF_001594225.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas glycinae
GCF_021603585.1|WP_236178115.1	GCF_021603585.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sputi
GCF_014863585.1|WP_085685681.1	GCF_014863585.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas gozinkensis
GCF_021018765.1|WP_085685681.1	GCF_021018765.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fitomaticsae
GCF_028657135.1|WP_085685681.1	GCF_028657135.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aphyarum
GCF_021601625.1|WP_236187965.1	GCF_021601625.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas paraglycinae
GCF_021602345.1|WP_236189837.1	GCF_021602345.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas pharyngis
GCF_048654275.1|WP_445433796.1	GCF_048654275.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Candidatus Pseudomonas auctus
GCF_003352185.1|WP_114881411.1	GCF_003352185.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas kribbensis
GCF_014863605.1|WP_192559774.1	GCF_014863605.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas allokribbensis
GCF_019145475.1|WP_217830995.1	GCF_019145475.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas botevensis
GCF_030505375.1|WP_302098679.1	GCF_030505375.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas kielensis
GCF_039908635.1|WP_347904086.1	GCF_039908635.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas purpurea
GCF_001543125.1|WP_017132906.1	GCF_001543125.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas agarici
GCF_013386115.1|WP_177084120.1	GCF_013386115.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas gingeri
GCF_014268755.2|WP_186686223.1	GCF_014268755.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas vanderleydeniana
GCF_036585405.1|WP_338522658.1	GCF_036585405.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas batumici
GCF_046844695.1|WP_110187163.1	GCF_046844695.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Pokkaliibacter	Pokkaliibacter plantistimulans
GCF_008247605.1|WP_070977377.1	GCF_008247605.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria phosphatilytica
GCF_026240105.1|WP_265895751.1	GCF_026240105.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Larsenimonas	Larsenimonas rhizosphaerae
GCF_023736155.1|WP_251924798.1	GCF_023736155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Larsenimonas	Larsenimonas salina
GCF_031451775.1|WP_251589789.1	GCF_031451775.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Larsenimonas	Larsenimonas suaedae
GCF_051251085.1|WP_442322380.1	GCF_051251085.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cernens	Cernens ardua
GCF_003072645.1|WP_108652143.1	GCF_003072645.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Dongshaea	Dongshaea marina
GCF_038086725.1|WP_341489260.1	GCF_038086725.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae
GCF_009601765.2|WP_153448087.1	GCF_009601765.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio algicola
GCF_002157735.2|WP_086981853.1	GCF_002157735.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio aphrogenes
GCF_026001925.1|WP_105902968.1	GCF_026001925.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio gangliei
GCF_002218045.2|WP_089138024.1	GCF_002218045.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rumoiensis
GCF_030161215.1|WP_089125097.1	GCF_030161215.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio algivorus
GCF_003182095.1|WP_110020196.1	GCF_003182095.1	Bacteria	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Plasticicumulans	Plasticicumulans acidivorans
GCF_004341245.1|WP_132538696.1	GCF_004341245.1	Bacteria	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Plasticicumulans	Plasticicumulans lactativorans
GCF_002251735.1|WP_094406721.1	GCF_002251735.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Elstera	Elstera cyanobacteriorum
GCF_009184905.1|WP_152215668.1	GCF_009184905.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	Parvibaculum sedimenti
GCF_009296175.1|WP_152714724.1	GCF_009296175.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga tunisiensis
GCF_009363855.1|WP_194164510.1	GCF_009363855.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga thermotolerans
GCF_020866965.1|WP_230531963.1	GCF_020866965.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga roseola
GCF_000429785.1|WP_051259123.1	GCF_000429785.1	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Chitinibacter	Chitinibacter tainanensis
